assessment_name,assessment_url,description,test_type
Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Nursing Assistant Solution,https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Phone Banker - Short Form,https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Prep/Line Cook Solution,https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional + 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional + 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Professional/Individual Contributor - Short Form,https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Project Manager - Short Form,https://www.shl.com/products/product-catalog/view/project-manager-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Professional Solution,https://www.shl.com/products/product-catalog/view/sales-professional-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Representative Solution,https://www.shl.com/products/product-catalog/view/sales-representative-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Supervisor Solution,https://www.shl.com/products/product-catalog/view/sales-supervisor-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Sales Support Specialist Solution,https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Senior Sales Professional Solution,https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Service Associate Solution,https://www.shl.com/products/product-catalog/view/service-associate-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Service Supervisor Solution,https://www.shl.com/products/product-catalog/view/service-supervisor-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Stock Clerk Solution,https://www.shl.com/products/product-catalog/view/stock-clerk-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Store Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Store Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Store Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Store Manager Solution,https://www.shl.com/products/product-catalog/view/store-manager-solution/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
Supervisor - Short Form,https://www.shl.com/products/product-catalog/view/supervisor-short-form/,We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options,P
